JONSWAP Spectrum and Wave Train
===============================

Inputs:
Hs=4.50m
Tz=8.00s
Freq=[0.01, 3.50, step 0.00] rd/s
Time=[0.00, 2000.00, step 0.10] s

Spectral Parameters:
gamma=3.93
Tp=10.14 s
wp=0.62 rd/s
alpha=0.01

Spectral Moments:
m0=1.265 m^2
m1=0.924 m^2.rd/s
m2=0.758 m^2.(rd/s)^2
m3=0.745 m^2.(rd/s)^3
m4=0.945 m^2.(rd/s)^4

Wave Elevation Statictics:
Max: 3.88m
Min: -4.20m
Mean: -0.00m
StDev: 1.18m

Double Check Spectrum:
Hs=4*sqrt(m0)=4.50 m (-0%)
Tz=2*Pi*sqrt(m0/m2)=8.12 s (+1%)

Double Check Wave Train:
Hs=4*stdev(elevation)=4.72 m (+5%)
Tz=duration/upCrossings=8.30 s (+4%)

Spectrum and wave components:
omega	S(w)	Ampl	phi
rd/s	m2s/rd	 m  	rd
0.74	1.587	0.056	1.38
0.74	1.573	0.056	0.38
0.74	1.560	0.056	4.26
0.74	1.547	0.056	4.22
0.74	1.534	0.055	1.23
0.74	1.522	0.055	3.65
0.74	1.510	0.055	5.30
0.75	1.498	0.055	2.69
0.75	1.486	0.055	2.12
0.75	1.475	0.054	4.85
0.75	1.464	0.054	2.36
0.75	1.454	0.054	2.99
0.75	1.443	0.054	6.04
0.75	1.433	0.054	4.40
0.75	1.423	0.053	5.66
0.75	1.413	0.053	1.89
0.76	1.403	0.053	4.19
0.76	1.394	0.053	0.45
0.76	1.385	0.053	2.92
0.76	1.376	0.052	5.84
0.76	1.367	0.052	3.71
0.76	1.359	0.052	1.70
0.76	1.350	0.052	0.82
0.76	1.342	0.052	1.96
0.76	1.334	0.052	4.14
0.76	1.326	0.051	2.98
0.77	1.318	0.051	0.46
0.77	1.310	0.051	5.29
0.77	1.303	0.051	3.91
0.77	1.295	0.051	0.05
0.77	1.288	0.051	1.17
0.77	1.281	0.051	4.26
0.77	1.274	0.050	2.08
0.77	1.267	0.050	1.63
0.77	1.260	0.050	2.02
0.77	1.254	0.050	2.13
0.78	1.247	0.050	1.33
0.78	1.241	0.050	2.16
0.78	1.234	0.050	6.07
0.78	1.228	0.050	5.19
0.78	1.222	0.049	5.02
0.78	1.216	0.049	1.44
0.78	1.210	0.049	3.09
0.78	1.204	0.049	2.20
0.78	1.198	0.049	4.92
0.78	1.192	0.049	0.75
0.79	1.186	0.049	3.87
0.79	1.181	0.049	3.15
0.79	1.175	0.048	1.89
0.79	1.170	0.048	5.28
0.79	1.164	0.048	3.12
0.79	1.159	0.048	0.58
0.79	1.153	0.048	4.79
0.79	1.148	0.048	2.39
0.79	1.143	0.048	3.23
0.79	1.138	0.048	0.95
0.80	1.133	0.048	3.23
0.80	1.128	0.047	1.32
0.80	1.122	0.047	4.65
0.80	1.117	0.047	1.59
0.80	1.113	0.047	0.04
0.80	1.108	0.047	4.34
0.80	1.103	0.047	4.55
0.80	1.098	0.047	3.80
0.80	1.093	0.047	2.99
0.80	1.088	0.047	2.84
0.81	1.084	0.047	1.66
0.81	1.079	0.046	5.15
0.81	1.074	0.046	1.34
0.81	1.070	0.046	3.23
0.81	1.065	0.046	1.18
0.81	1.060	0.046	1.61
0.81	1.056	0.046	0.19
0.81	1.051	0.046	2.07
0.81	1.047	0.046	5.86
0.81	1.042	0.046	3.62
0.82	1.038	0.046	2.83
0.82	1.033	0.045	2.33
0.82	1.029	0.045	1.47
0.82	1.025	0.045	4.18
0.82	1.020	0.045	0.33
0.82	1.016	0.045	5.30
0.82	1.012	0.045	1.80
0.82	1.007	0.045	5.30
0.82	1.003	0.045	0.07
0.82	0.999	0.045	5.13
0.83	0.995	0.045	1.70
0.83	0.990	0.045	6.08
0.83	0.986	0.044	2.03
0.83	0.982	0.044	4.10
0.83	0.978	0.044	1.71
0.83	0.974	0.044	2.61
0.83	0.970	0.044	2.29
0.83	0.966	0.044	2.10
0.83	0.962	0.044	2.88
0.83	0.958	0.044	0.97
0.84	0.954	0.044	2.71
0.84	0.949	0.044	6.14
0.84	0.945	0.043	5.01
0.84	0.941	0.043	1.52
0.84	0.938	0.043	1.06
0.84	0.934	0.043	5.34
0.84	0.930	0.043	4.20
0.84	0.926	0.043	3.90
0.84	0.922	0.043	3.64
0.84	0.918	0.043	6.25
0.84	0.914	0.043	5.17
0.85	0.910	0.043	2.66
0.85	0.906	0.043	2.79
0.85	0.902	0.042	5.56
0.85	0.899	0.042	1.38
0.85	0.895	0.042	2.39
0.85	0.891	0.042	1.25
0.85	0.887	0.042	5.40
0.85	0.884	0.042	2.61
0.85	0.880	0.042	3.33
0.85	0.876	0.042	0.65
0.86	0.872	0.042	0.75
0.86	0.869	0.042	5.68
0.86	0.865	0.042	4.32
0.86	0.861	0.042	4.30
0.86	0.858	0.041	5.94
0.86	0.854	0.041	3.77
0.86	0.850	0.041	1.72
0.86	0.847	0.041	1.27
0.86	0.843	0.041	3.83
0.86	0.840	0.041	4.25
0.87	0.836	0.041	0.42
0.87	0.832	0.041	0.08
0.87	0.829	0.041	0.87
0.87	0.825	0.041	0.21
0.87	0.822	0.041	6.06
0.87	0.818	0.040	2.58
0.87	0.815	0.040	0.40
0.87	0.811	0.040	5.17
0.87	0.808	0.040	2.58
0.88	0.804	0.040	2.19
0.88	0.801	0.040	4.32
0.88	0.798	0.040	5.25
0.88	0.794	0.040	1.11
0.88	0.791	0.040	3.13
0.88	0.787	0.040	2.62
0.88	0.784	0.040	5.56
0.88	0.781	0.040	0.13
0.88	0.777	0.039	1.20
0.88	0.774	0.039	2.52
0.89	0.771	0.039	3.92
0.89	0.767	0.039	4.42
0.89	0.764	0.039	2.97
0.89	0.761	0.039	3.05
0.89	0.758	0.039	1.03
0.89	0.754	0.039	1.70
0.89	0.751	0.039	0.72
0.89	0.748	0.039	1.24
0.89	0.745	0.039	2.98
0.89	0.741	0.039	2.87
0.90	0.738	0.038	0.07
0.90	0.735	0.038	2.48
0.90	0.732	0.038	1.43
0.90	0.729	0.038	5.93
0.90	0.726	0.038	2.27
0.90	0.723	0.038	4.59
0.90	0.719	0.038	0.70
0.90	0.716	0.038	2.38
0.90	0.713	0.038	1.47
0.90	0.710	0.038	0.80
0.91	0.707	0.038	3.68
0.91	0.704	0.038	1.71
0.91	0.701	0.037	0.01
0.91	0.698	0.037	1.60
0.91	0.695	0.037	5.94
0.91	0.692	0.037	1.91
0.91	0.689	0.037	1.76
0.91	0.686	0.037	0.00
0.91	0.683	0.037	2.50
0.91	0.680	0.037	4.73
0.92	0.677	0.037	1.46
0.92	0.674	0.037	0.41
0.92	0.671	0.037	1.64
0.92	0.669	0.037	2.05
0.92	0.666	0.036	1.04
0.92	0.663	0.036	4.55
0.92	0.660	0.036	5.90
0.92	0.657	0.036	4.73
0.92	0.654	0.036	1.92
0.92	0.651	0.036	1.08
0.93	0.649	0.036	5.67
0.93	0.646	0.036	5.48
0.93	0.643	0.036	1.16
0.93	0.640	0.036	5.21
0.93	0.638	0.036	5.41
0.93	0.635	0.036	2.45
0.93	0.632	0.036	5.58
0.93	0.629	0.035	3.81
0.93	0.627	0.035	0.75
0.93	0.624	0.035	3.27
0.94	0.621	0.035	3.74
0.94	0.619	0.035	5.49
0.94	0.616	0.035	2.56
0.94	0.613	0.035	2.66
0.94	0.611	0.035	1.81
0.94	0.608	0.035	1.89
0.94	0.605	0.035	3.30
0.94	0.603	0.035	5.73
0.94	0.600	0.035	5.28
0.94	0.598	0.035	1.33
0.95	0.595	0.034	0.25
0.95	0.592	0.034	3.79
0.95	0.590	0.034	2.70
0.95	0.587	0.034	4.99
0.95	0.585	0.034	4.15
0.95	0.582	0.034	6.27
0.95	0.580	0.034	1.80
0.95	0.577	0.034	0.22
0.95	0.575	0.034	0.17
0.95	0.572	0.034	0.37
0.96	0.570	0.034	3.20
0.96	0.567	0.034	3.79
0.96	0.565	0.034	1.41
0.96	0.563	0.034	4.80
0.96	0.560	0.033	4.59
0.96	0.558	0.033	1.29
0.96	0.555	0.033	2.09
0.96	0.553	0.033	4.79
0.96	0.551	0.033	2.26
0.96	0.548	0.033	0.90
0.97	0.546	0.033	4.69
0.97	0.544	0.033	5.54
0.97	0.541	0.033	2.00
0.97	0.539	0.033	1.41
0.97	0.537	0.033	0.78
0.97	0.534	0.033	1.03
0.97	0.532	0.033	3.82
0.97	0.530	0.033	1.94
0.97	0.527	0.032	4.12
0.97	0.525	0.032	2.24
0.97	0.523	0.032	5.06
0.98	0.521	0.032	4.15
0.98	0.518	0.032	0.64
0.98	0.516	0.032	5.36
0.98	0.514	0.032	3.12
0.98	0.512	0.032	3.47
0.98	0.510	0.032	5.05
0.98	0.507	0.032	2.74
0.98	0.505	0.032	5.18
0.98	0.503	0.032	5.31
0.98	0.501	0.032	0.49
0.99	0.499	0.032	0.06
0.99	0.497	0.032	5.77
0.99	0.495	0.031	4.94
0.99	0.492	0.031	2.21
0.99	0.490	0.031	3.39
0.99	0.488	0.031	4.19
0.99	0.486	0.031	1.44
0.99	0.484	0.031	0.99
0.99	0.482	0.031	2.41
0.99	0.480	0.031	2.14
1.00	0.478	0.031	5.09
1.00	0.476	0.031	4.44
1.00	0.474	0.031	1.71
1.00	0.472	0.031	5.57
1.00	0.470	0.031	4.61
1.00	0.468	0.031	0.91
1.00	0.466	0.031	6.06
1.00	0.464	0.030	1.58
1.00	0.462	0.030	3.30
1.00	0.460	0.030	1.78
1.01	0.458	0.030	3.24
1.01	0.456	0.030	5.94
1.01	0.454	0.030	1.14
1.01	0.452	0.030	5.65
1.01	0.450	0.030	0.73
1.01	0.448	0.030	5.69
1.01	0.446	0.030	3.66
1.01	0.445	0.030	3.19
1.01	0.443	0.030	3.32
1.02	0.441	0.030	1.36
1.02	0.439	0.030	2.98
1.02	0.437	0.030	6.07
1.02	0.435	0.030	3.68
1.02	0.433	0.029	5.06
1.02	0.432	0.029	0.78
1.02	0.430	0.029	0.31
1.02	0.428	0.029	4.74
1.02	0.426	0.029	5.19
1.02	0.424	0.029	2.74
1.03	0.423	0.029	4.69
1.03	0.421	0.029	0.31
1.03	0.419	0.029	1.00
1.03	0.417	0.029	0.60
1.03	0.415	0.029	2.05
1.03	0.414	0.029	1.61
1.03	0.412	0.029	4.04
1.03	0.410	0.029	1.30
1.03	0.409	0.029	5.22
1.03	0.407	0.029	3.75
1.03	0.405	0.028	0.90
1.04	0.403	0.028	2.07
1.04	0.402	0.028	0.16
1.04	0.400	0.028	4.88
1.04	0.398	0.028	4.19
1.04	0.397	0.028	3.91
1.04	0.395	0.028	3.77
1.04	0.393	0.028	5.55
1.04	0.392	0.028	0.29
1.04	0.390	0.028	2.64
1.04	0.388	0.028	1.08
1.05	0.387	0.028	0.61
1.05	0.385	0.028	3.17
1.05	0.384	0.028	4.69
1.05	0.382	0.028	3.16
1.05	0.380	0.028	2.62
1.05	0.379	0.028	5.50
1.05	0.377	0.027	0.54
1.05	0.376	0.027	1.57
1.05	0.374	0.027	5.34
1.05	0.373	0.027	5.55
1.06	0.371	0.027	2.01
1.06	0.369	0.027	2.65
1.06	0.368	0.027	5.58
1.06	0.366	0.027	3.51
1.06	0.365	0.027	1.21
1.06	0.363	0.027	5.22
1.06	0.362	0.027	1.84
1.06	0.360	0.027	5.21
1.06	0.359	0.027	5.37
1.06	0.357	0.027	6.23
1.07	0.356	0.027	3.67
1.07	0.354	0.027	4.96
1.07	0.353	0.027	1.46
1.07	0.351	0.027	4.93
1.07	0.350	0.026	3.18
1.07	0.349	0.026	2.26
1.07	0.347	0.026	1.28
1.07	0.346	0.026	1.23
1.07	0.344	0.026	2.96
1.07	0.343	0.026	0.55
1.08	0.341	0.026	5.03
1.08	0.340	0.026	3.67
1.08	0.339	0.026	0.52
1.08	0.337	0.026	0.08
1.08	0.336	0.026	2.32
1.08	0.334	0.026	5.55
1.08	0.333	0.026	1.74
1.08	0.332	0.026	4.68
1.08	0.330	0.026	2.60
1.08	0.329	0.026	0.91
1.09	0.328	0.026	3.22
1.09	0.326	0.026	5.92
1.09	0.325	0.025	4.00
1.09	0.324	0.025	2.39
1.09	0.322	0.025	4.53
1.09	0.321	0.025	3.61
1.09	0.320	0.025	5.02
1.09	0.318	0.025	1.57
1.09	0.317	0.025	0.16
1.09	0.316	0.025	0.65
1.10	0.314	0.025	1.49
1.10	0.313	0.025	3.35
1.10	0.312	0.025	1.51
1.10	0.311	0.025	2.91
1.10	0.309	0.025	0.06
1.10	0.308	0.025	0.71
1.10	0.307	0.025	4.19
1.10	0.306	0.025	3.78
1.10	0.304	0.025	5.07
1.10	0.303	0.025	3.70
1.11	0.302	0.025	4.20
1.11	0.301	0.025	2.12
1.11	0.299	0.024	3.04
1.11	0.298	0.024	3.42
1.11	0.297	0.024	2.47
1.11	0.296	0.024	0.09
1.11	0.295	0.024	2.51
1.11	0.293	0.024	4.63
1.11	0.292	0.024	0.33
1.11	0.291	0.024	3.04
1.12	0.290	0.024	2.55
1.12	0.289	0.024	3.02
1.12	0.287	0.024	0.06
1.12	0.286	0.024	5.31
1.12	0.285	0.024	5.73
1.12	0.284	0.024	1.57
1.12	0.283	0.024	0.53
1.12	0.282	0.024	1.19
1.12	0.281	0.024	2.65
1.12	0.279	0.024	3.67
1.13	0.278	0.024	2.72
1.13	0.277	0.024	2.47
1.13	0.276	0.023	0.81
1.13	0.275	0.023	1.97
1.13	0.274	0.023	0.79
1.13	0.273	0.023	1.66
1.13	0.272	0.023	1.85
1.13	0.271	0.023	5.73
1.13	0.270	0.023	3.23
1.14	0.268	0.023	0.29
1.14	0.267	0.023	4.56
1.14	0.266	0.023	3.08
1.14	0.265	0.023	0.45
1.14	0.264	0.023	3.44
1.14	0.263	0.023	3.21
1.14	0.262	0.023	1.36
1.14	0.261	0.023	0.68
1.14	0.260	0.023	1.72
1.14	0.259	0.023	5.03
1.15	0.258	0.023	2.40
1.15	0.257	0.023	4.14
1.15	0.256	0.023	1.13
1.15	0.255	0.023	2.53
1.15	0.254	0.023	2.13
1.15	0.253	0.022	3.91
1.15	0.252	0.022	1.54
1.15	0.251	0.022	1.83
1.15	0.250	0.022	0.39
1.15	0.249	0.022	0.95
1.16	0.248	0.022	3.23
1.16	0.247	0.022	1.92
1.16	0.246	0.022	3.27
1.16	0.245	0.022	0.48
1.16	0.244	0.022	5.40
1.16	0.243	0.022	3.42
1.16	0.242	0.022	1.25
1.16	0.241	0.022	3.94
1.16	0.240	0.022	0.89
1.16	0.239	0.022	3.65
1.17	0.238	0.022	2.18
1.17	0.237	0.022	1.19
1.17	0.236	0.022	2.87
1.17	0.235	0.022	4.62
1.17	0.234	0.022	1.54
1.17	0.234	0.022	1.08
1.17	0.233	0.022	1.42
1.17	0.232	0.022	1.19
1.17	0.231	0.021	4.23
1.17	0.230	0.021	2.62
1.18	0.229	0.021	2.62
1.18	0.228	0.021	4.23
1.18	0.227	0.021	3.09
1.18	0.226	0.021	3.57
1.18	0.225	0.021	3.97
1.18	0.225	0.021	3.48
1.18	0.224	0.021	1.19
1.18	0.223	0.021	1.42
1.18	0.222	0.021	1.06
1.18	0.221	0.021	3.09
1.19	0.220	0.021	4.35
1.19	0.219	0.021	6.05
1.19	0.218	0.021	4.75
1.19	0.218	0.021	0.41
1.19	0.217	0.021	5.60
1.19	0.216	0.021	4.74
1.19	0.215	0.021	4.75
1.19	0.214	0.021	4.54
1.19	0.213	0.021	1.91
1.19	0.213	0.021	3.36
1.20	0.212	0.021	4.75
1.20	0.211	0.021	2.22
1.20	0.210	0.021	3.60
1.20	0.209	0.020	0.62
1.20	0.209	0.020	2.22
1.20	0.208	0.020	1.82
1.20	0.207	0.020	1.99
1.20	0.206	0.020	4.38
1.20	0.205	0.020	2.36
1.20	0.205	0.020	1.15
1.21	0.204	0.020	0.35
1.21	0.203	0.020	4.88
1.21	0.202	0.020	1.68
1.21	0.201	0.020	4.09
1.21	0.201	0.020	1.40
1.21	0.200	0.020	2.61
1.21	0.199	0.020	4.81
1.21	0.198	0.020	6.27
1.21	0.198	0.020	0.72
1.21	0.197	0.020	2.55
1.22	0.196	0.020	4.43
1.22	0.195	0.020	4.25
1.22	0.195	0.020	3.00
1.22	0.194	0.020	1.06
1.22	0.193	0.020	4.05
1.22	0.192	0.020	1.07
1.22	0.192	0.020	1.79
1.22	0.191	0.020	0.11
1.22	0.190	0.020	5.06
1.22	0.189	0.019	4.76
1.23	0.189	0.019	5.63
1.23	0.188	0.019	4.34
1.23	0.187	0.019	0.40
1.23	0.187	0.019	1.92
1.23	0.186	0.019	1.36
1.23	0.185	0.019	2.36
1.23	0.184	0.019	0.37
1.23	0.184	0.019	2.44
1.23	0.183	0.019	1.71
1.23	0.182	0.019	3.79
1.24	0.182	0.019	4.16
1.24	0.181	0.019	4.28
1.24	0.180	0.019	3.17
1.24	0.180	0.019	5.44
1.24	0.179	0.019	2.01
1.24	0.178	0.019	3.28
1.24	0.178	0.019	2.79
1.24	0.177	0.019	3.76
1.24	0.176	0.019	1.37
1.24	0.176	0.019	1.13
1.25	0.175	0.019	0.52
1.25	0.174	0.019	4.74
1.25	0.174	0.019	0.13
1.25	0.173	0.019	5.28
1.25	0.172	0.019	4.69
1.25	0.172	0.019	2.71
1.25	0.171	0.018	5.97
1.25	0.170	0.018	2.48
1.25	0.170	0.018	2.75
1.25	0.169	0.018	1.32
1.26	0.168	0.018	0.14
1.26	0.168	0.018	2.76
1.26	0.167	0.018	2.47
1.26	0.167	0.018	3.57
1.26	0.166	0.018	5.16
1.26	0.165	0.018	3.58
1.26	0.165	0.018	2.19
1.26	0.164	0.018	3.35
1.26	0.164	0.018	0.81
1.26	0.163	0.018	2.88
1.27	0.162	0.018	4.51
1.27	0.162	0.018	0.65
1.27	0.161	0.018	1.43
1.27	0.160	0.018	5.55
1.27	0.160	0.018	5.27
1.27	0.159	0.018	1.74
1.27	0.159	0.018	1.91
1.27	0.158	0.018	4.26
1.27	0.158	0.018	6.09
1.27	0.157	0.018	1.38
1.28	0.156	0.018	4.30
1.28	0.156	0.018	4.70
1.28	0.155	0.018	1.36
1.28	0.155	0.018	4.80
1.28	0.154	0.018	3.55
1.28	0.154	0.018	1.93
1.28	0.153	0.017	2.08
1.28	0.152	0.017	4.35
1.28	0.152	0.017	1.83
1.28	0.151	0.017	4.04
1.29	0.151	0.017	4.26
1.29	0.150	0.017	1.89
1.29	0.150	0.017	1.44
1.29	0.149	0.017	1.53
1.29	0.149	0.017	4.28
1.29	0.148	0.017	5.83
1.29	0.147	0.017	6.27
1.29	0.147	0.017	2.73
1.29	0.146	0.017	1.39
1.29	0.146	0.017	0.85
1.29	0.145	0.017	4.46
1.30	0.145	0.017	4.12
1.30	0.144	0.017	2.00
1.30	0.144	0.017	6.14
1.30	0.143	0.017	4.04
1.30	0.143	0.017	2.79
1.30	0.142	0.017	2.77
1.30	0.142	0.017	1.78
1.30	0.141	0.017	2.58
1.30	0.141	0.017	4.67
1.30	0.140	0.017	5.86
1.31	0.140	0.017	3.41
1.31	0.139	0.017	1.80
1.31	0.139	0.017	5.47
1.31	0.138	0.017	4.91
1.31	0.138	0.017	3.74
1.31	0.137	0.017	4.31
1.31	0.137	0.017	2.62
1.31	0.136	0.016	1.26
1.31	0.136	0.016	4.21
1.31	0.135	0.016	0.96
1.32	0.135	0.016	3.52
1.32	0.134	0.016	3.90
1.32	0.134	0.016	1.97
1.32	0.133	0.016	4.67
1.32	0.133	0.016	0.92
1.32	0.132	0.016	0.41
1.32	0.132	0.016	1.64
1.32	0.131	0.016	0.80
1.32	0.131	0.016	3.82
1.32	0.130	0.016	4.63
1.33	0.130	0.016	0.62
1.33	0.129	0.016	5.66
1.33	0.129	0.016	2.03
1.33	0.128	0.016	0.23
1.33	0.128	0.016	1.18
1.33	0.128	0.016	2.77
1.33	0.127	0.016	0.25
1.33	0.127	0.016	4.29
1.33	0.126	0.016	3.65
1.33	0.126	0.016	2.67
1.34	0.125	0.016	3.53
1.34	0.125	0.016	1.57
1.34	0.124	0.016	2.09
1.34	0.124	0.016	0.04
1.34	0.124	0.016	2.20
1.34	0.123	0.016	3.86
1.34	0.123	0.016	2.39
1.34	0.122	0.016	5.99
1.34	0.122	0.016	1.49
1.34	0.121	0.016	1.12
1.35	0.121	0.016	4.35
1.35	0.120	0.016	5.46
1.35	0.120	0.015	0.23
1.35	0.120	0.015	4.29
1.35	0.119	0.015	1.66
1.35	0.119	0.015	0.75
1.35	0.118	0.015	0.03
1.35	0.118	0.015	0.82
1.35	0.118	0.015	4.84
1.35	0.117	0.015	5.54
1.36	0.117	0.015	0.84
1.36	0.116	0.015	2.35
1.36	0.116	0.015	1.98
1.36	0.115	0.015	3.29
1.36	0.115	0.015	6.19
1.36	0.115	0.015	0.21
1.36	0.114	0.015	0.20
1.36	0.114	0.015	2.98
1.36	0.113	0.015	6.23
1.36	0.113	0.015	3.90
1.37	0.113	0.015	1.69
1.37	0.112	0.015	3.50
1.37	0.112	0.015	2.37
1.37	0.111	0.015	0.51
1.37	0.111	0.015	5.12
1.37	0.111	0.015	4.90
1.37	0.110	0.015	0.26
1.37	0.110	0.015	3.25
1.37	0.110	0.015	3.11
1.38	0.109	0.015	1.06
1.38	0.109	0.015	0.07
1.38	0.108	0.015	1.48
1.38	0.108	0.015	5.74
1.38	0.108	0.015	1.17
1.38	0.107	0.015	4.73
1.38	0.107	0.015	3.86
1.38	0.107	0.015	6.00
1.38	0.106	0.015	0.45
1.38	0.106	0.015	3.13
1.39	0.105	0.015	4.69
1.39	0.105	0.014	3.54
1.39	0.105	0.014	1.51
1.39	0.104	0.014	5.15
1.39	0.104	0.014	4.42
1.39	0.104	0.014	5.89
1.39	0.103	0.014	4.94
1.39	0.103	0.014	2.00
1.39	0.103	0.014	3.56
1.39	0.102	0.014	4.12
1.40	0.102	0.014	0.46
1.40	0.102	0.014	1.03
1.40	0.101	0.014	3.41
1.40	0.101	0.014	1.69
1.40	0.100	0.014	3.73
1.40	0.100	0.014	5.35
1.40	0.100	0.014	4.22
1.40	0.099	0.014	1.25
1.40	0.099	0.014	0.46
1.40	0.099	0.014	2.06
1.41	0.098	0.014	1.18
1.41	0.098	0.014	4.33
1.41	0.098	0.014	6.00
1.41	0.097	0.014	2.51
1.41	0.097	0.014	2.27
1.41	0.097	0.014	1.63
1.41	0.096	0.014	2.40
1.41	0.096	0.014	4.24
1.41	0.096	0.014	5.17
1.41	0.095	0.014	1.20
1.42	0.095	0.014	1.82
1.42	0.095	0.014	4.57
1.42	0.094	0.014	1.06
1.42	0.094	0.014	6.11
1.42	0.094	0.014	0.47
1.42	0.094	0.014	0.88
1.42	0.093	0.014	3.09
1.42	0.093	0.014	5.26
1.42	0.093	0.014	4.41
1.42	0.092	0.014	4.92
1.43	0.092	0.014	5.79
1.43	0.092	0.014	1.57
1.43	0.091	0.014	4.52
1.43	0.091	0.013	5.77
1.43	0.091	0.013	2.68
1.43	0.090	0.013	3.55
1.43	0.090	0.013	3.31
1.43	0.090	0.013	5.00
1.43	0.089	0.013	5.64
1.43	0.089	0.013	0.74
1.44	0.089	0.013	0.91
1.44	0.089	0.013	2.79
1.44	0.088	0.013	2.27
1.44	0.088	0.013	1.10
1.44	0.088	0.013	5.51
1.44	0.087	0.013	4.03
1.44	0.087	0.013	5.23
1.44	0.087	0.013	1.69
1.44	0.087	0.013	3.78
1.44	0.086	0.013	1.89
1.45	0.086	0.013	0.12
1.45	0.086	0.013	4.00
1.45	0.085	0.013	5.52
1.45	0.085	0.013	2.01
1.45	0.085	0.013	4.96
1.45	0.085	0.013	1.91
1.45	0.084	0.013	2.32
1.45	0.084	0.013	5.22
1.45	0.084	0.013	5.50
1.45	0.083	0.013	1.60
1.46	0.083	0.013	5.76
1.46	0.083	0.013	2.48
1.46	0.083	0.013	6.18
1.46	0.082	0.013	0.24
1.46	0.082	0.013	1.62
1.46	0.082	0.013	5.46
1.46	0.082	0.013	4.30
1.46	0.081	0.013	6.02
1.46	0.081	0.013	0.15
1.46	0.081	0.013	5.74
1.47	0.080	0.013	0.33
1.47	0.080	0.013	1.55
1.47	0.080	0.013	6.03
1.47	0.080	0.013	6.09
1.47	0.079	0.013	1.67
1.47	0.079	0.013	4.88
1.47	0.079	0.013	4.22
1.47	0.079	0.013	1.11
1.47	0.078	0.013	2.40
1.47	0.078	0.012	2.57
1.48	0.078	0.012	3.28
1.48	0.078	0.012	2.57
1.48	0.077	0.012	4.62
1.48	0.077	0.012	2.51
1.48	0.077	0.012	2.69
1.48	0.077	0.012	3.39
1.48	0.076	0.012	3.01
1.48	0.076	0.012	2.00
1.48	0.076	0.012	0.17
1.48	0.076	0.012	1.39
1.49	0.075	0.012	0.25
1.49	0.075	0.012	3.92
1.49	0.075	0.012	3.73
1.49	0.075	0.012	2.19
1.49	0.074	0.012	5.89
1.49	0.074	0.012	0.32
1.49	0.074	0.012	6.02
1.49	0.074	0.012	2.05
1.49	0.073	0.012	6.08
1.49	0.073	0.012	1.73
1.50	0.073	0.012	1.68
1.50	0.073	0.012	0.03
1.50	0.072	0.012	0.28
1.50	0.072	0.012	1.12
1.50	0.072	0.012	3.87
1.50	0.072	0.012	0.33
1.50	0.072	0.012	1.64
1.50	0.071	0.012	2.77
1.50	0.071	0.012	5.37
1.50	0.071	0.012	0.08
1.51	0.071	0.012	0.60
1.51	0.070	0.012	1.27
1.51	0.070	0.012	2.44
1.51	0.070	0.012	1.10
1.51	0.070	0.012	3.28
1.51	0.069	0.012	5.60
1.51	0.069	0.012	4.27
1.51	0.069	0.012	1.10
1.51	0.069	0.012	2.00
1.51	0.069	0.012	1.16
1.52	0.068	0.012	5.63
1.52	0.068	0.012	1.63
1.52	0.068	0.012	0.46
1.52	0.068	0.012	1.01
1.52	0.067	0.012	1.05
1.52	0.067	0.012	4.19
1.52	0.067	0.012	3.20
1.52	0.067	0.012	3.75
1.52	0.067	0.012	2.06
1.52	0.066	0.012	3.05
1.53	0.066	0.012	1.45
1.53	0.066	0.011	5.63
1.53	0.066	0.011	6.03
1.53	0.066	0.011	4.97
1.53	0.065	0.011	6.06
1.53	0.065	0.011	4.37
1.53	0.065	0.011	0.91
1.53	0.065	0.011	5.34
1.53	0.065	0.011	6.17
1.53	0.064	0.011	4.30
1.54	0.064	0.011	2.63
1.54	0.064	0.011	3.87
1.54	0.064	0.011	2.04
1.54	0.064	0.011	4.25
1.54	0.063	0.011	3.41
1.54	0.063	0.011	1.09
1.54	0.063	0.011	1.56
1.54	0.063	0.011	0.47
1.54	0.063	0.011	3.87
1.54	0.062	0.011	1.97
1.55	0.062	0.011	3.53
1.55	0.062	0.011	2.76
1.55	0.062	0.011	3.93
1.55	0.062	0.011	5.88
1.55	0.061	0.011	0.18
1.55	0.061	0.011	0.59
1.55	0.061	0.011	6.00
1.55	0.061	0.011	3.62
1.55	0.061	0.011	1.87
1.55	0.060	0.011	5.72
1.55	0.060	0.011	3.62
1.56	0.060	0.011	1.56
1.56	0.060	0.011	4.46
1.56	0.060	0.011	0.11
1.56	0.059	0.011	2.85
1.56	0.059	0.011	6.06
1.56	0.059	0.011	5.30
1.56	0.059	0.011	5.69
1.56	0.059	0.011	1.93
1.56	0.059	0.011	6.17
1.56	0.058	0.011	5.54
1.57	0.058	0.011	3.58
1.57	0.058	0.011	5.20
1.57	0.058	0.011	0.30
1.57	0.058	0.011	3.55
1.57	0.057	0.011	4.45
1.57	0.057	0.011	5.04
1.57	0.057	0.011	6.02
1.57	0.057	0.011	1.32
1.57	0.057	0.011	1.87
1.57	0.057	0.011	0.85
1.58	0.056	0.011	3.33
1.58	0.056	0.011	1.07
1.58	0.056	0.011	4.01
1.58	0.056	0.011	0.68
1.58	0.056	0.011	5.27
1.58	0.056	0.011	4.35
1.58	0.055	0.011	6.22
1.58	0.055	0.011	0.97
